1838,1,968356,SKI-TK. MAMAT 2,JL. RY. CISAAT-RAMBAY DPN RM.,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
1839,1,968396,SKI-TK. SHEHAR,JL. JANGARI RT.003 RW.002 SIND,CIANJUR,43284,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1840,1,968532,SKI-AP. ALYSSA,JL. SUKABUMI-CIANJUR KM.2 KP.,SUKABUMI,43191,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
1841,1,968574,SKI-AP. ARWINDA,JL. ARIAWIRATANUDATAR NO.20 SU,CIANJUR,43281,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
1842,1,968576,SKI-AP. SANTIKA FARMA,JL KP. PINTU AIR RT.003 RW.018,SUKABUMI,43365,SKI-Z2PH01,"PALABUHAN RATU, SURADE",103
1843,1,968577,SKI-AP. YASHIFA,JL. PALABUHAN II KM.12 NO.10 P,SUKABUMI,43157,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",102
1844,1,968594,SKI-AP. LARAS,KP. PONDOKKASO TENGAH RT.001 R,SUKABUMI,43358,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1845,1,968934,SKI-AP. TASIK,"JL. RA. KOSASIH 389 KEBONJATI,",SUKABUMI,43112,SKI-Z1PH01,SUKABUMI KOTA,100
1846,1,968944,SKI-AP. MANDIRI,JL. CIMUNCANG NO.46 PASIRHALAN,SUKABUMI,43192,SKI-Z1PH01,SUKABUMI KOTA,100
1847,1,968949,SKI-AP. SETIA,JL. SURYAKENCANA NO.172 CIBADA,SUKABUMI,43351,SKI-Z2PH01,"PALABUHAN RATU, SURADE",102
1848,1,969485,SKI-KLINIK ALTHA MEDIKA DUA,JL. SILIWANGI NO.5 SUNDAWENANG,SUKABUMI,43357,SKI-Z2PH01,"PALABUHAN RATU, SURADE",101
1849,1,969492,SKI-AP. PALASARI,JL. KOTA BUNGA NO.82 RT.01 RW.,CIANJUR,43253,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",101
1850,1,969497,SKI-AP. PABUARAN,"JL. KH. SALEH NO.40 PABUARAN,",CIANJUR,43213,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
1851,1,969499,SKI-PUSKESMAS BENTENG,JL. BENTENG KIDUL NO.70 WARUDO,SUKABUMI,43132,SKI-Z1PH01,SUKABUMI KOTA,100
1852,1,969575,SKI-AP. SEHAT,KP. GUDANG RT.02/03 PASANGGRAH,SUKABUMI,43181,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1853,1,969732,SKI - JBI,Jl.Lingkar Selatan RT. 25,JAMBI,36139,SKI-Z4,SKI Z4,300
1854,1,969753,SKI-PUSKESMAS CAMPAKA,KP. BABAKAN KUPA NO. RT.008 RW,CIANJUR,43263,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
1855,1,969772,SKI-AP. AGUNG,JL. SILIWANGI NO.5 NAGRAK SELA,SUKABUMI,43356,SKI-Z2PH01,"PALABUHAN RATU, SURADE",101
1856,1,969920,SKI-TK. HAMDIA,JL. SUKARAJA GEGERBITUNG KP. S,SUKABUMI,43194,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1857,1,970299,SKI-TK. AL-ANHAR,JL. KADUDAMPIT KM. 1 KP. NAGRA,SUKABUMI,43356,SKI-Z1CP01,SUKABUMI KOTA,200
1858,1,970957,SKI-AP. INDOMEDIKA PREMIUM,JL. RUMAH SAKIT BUNUT NO.8 03/,SUKABUMI,43113,SKI-Z1PH01,SUKABUMI KOTA,100
1859,1,971296,SKI-AP. JOGLO FARMA,JL. MARIAWATI NO.05 KP. JOGLO,CIANJUR,43254,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",102
1860,1,972240,SKI-AP. MULYA ASIH,JL. PRIMER NO. 53 KEBON JERUK,SUKABUMI,43157,SKI-Z2PH01,"PALABUHAN RATU, SURADE",102
1861,1,972462,SKI-AP. ZAYAN FARMA,KP. PAKUWON RT 001 RW 001 CIBO,SUKABUMI,43353,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",102
1862,1,972463,SKI-TK. MOCHI LAMPION,JL. BHAYANGKARA GG. KASWARI II,SUKABUMI,43114,SKI-Z1CP01,SUKABUMI KOTA,200
1863,1,972604,SKI-TOSERBA HEMAT,JL. RY. BANDUNG KP. BOJONG RT.,CIANJUR,43281,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1864,1,972675,SKI-TK. KAPUAS,JL. MASJID AGUNG NO. 4 DEPAN T,SUKABUMI,43111,SKI-Z1CP01,SUKABUMI KOTA,200
1865,1,972677,SKI-KOP. NURUL JIHAD (INST. GIZI,JL. RS 1 RSUD PELABUHAN RATU,SUKABUMI,43364,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1866,1,972727,SKI-TK. BERLIN,JL. CIMAHI CIBARAJA RT.16/05 D,SUKABUMI,43132,SKI-Z1CP01,SUKABUMI KOTA,200
1867,1,972786,SKI-TK. HUDRI,JL. RY CISOLOK SBLM CIMAJA SQU,SUKABUMI,43365,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1868,1,973067,SKI-RISMA BABY SHOP,"JL. RS. BELAKANG, CIKOLE",SUKABUMI,43113,SKI-Z1CP01,SUKABUMI KOTA,200
1869,1,973069,SKI-TK. H. CECEP MAULANA,JL. AGRABINTA RT.2/3 SUKAMANAH,CIANJUR,43273,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1870,1,973120,SKI-TK. PELITA JAYA,"JL. MERDEKA NO. 100 CIKUNDUL,",SUKABUMI,43168,SKI-Z1CP01,SUKABUMI KOTA,200
1871,1,973121,SKI-AP. GENAH,JL. PROF. M. YAMIN RT.02/RW.02,CIANJUR,43213,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",200
1872,1,973231,SKI-TK. HASIBUAN,JL. PARAKAN SALAK KM. 6 BOJONG,SUKABUMI,43355,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1873,1,973348,SKI-TK. GATOT,JL. PARUNGSEAH NO.13 RT.02/06,SUKABUMI,43151,SKI-Z1CP01,SUKABUMI KOTA,200
1874,1,973350,SKI-TK. KOMAR,JL. KARAMAT NO.122 DPN PONPES,SUKABUMI,43122,SKI-Z1CP01,SUKABUMI KOTA,200
1875,1,973373,SKI-AP. EKA FARMA,JL. PELABUHAN II KM.18 CIKEMBA,SUKABUMI,43157,SKI-Z2PH01,"PALABUHAN RATU, SURADE",101
1876,1,973611,SKI-MM. KOKAGI,"JL. PELABUHAN 2 KM. 14,5 CIKEM",SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1877,1,973665,SKI-TK. AMANAH,JL. CIMUNCANG DPNTERMINAL SUKA,SUKABUMI,43192,SKI-Z1CP01,SUKABUMI KOTA,200
1878,1,973709,SKI-TK. BIAS UMMI,KP. CIKIDANG RT.001 RW. 002 CI,SUKABUMI,43367,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1879,1,973712,SKI-TK. PAK UJANG,KP. CILANGLA RT.007 RW.004 CIR,SUKABUMI,43193,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1880,1,973713,SKI-TK. IBU MIMAH,JL. PRIMER SUKAMULYA CIKEMBAR,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1881,1,973714,SKI-TK. HUDA PUTRA,KP. CANGKLEK RT.004 RW.007 GEG,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1882,1,973716,SKI-TK. IKA,KP. CIKARET RT.001 RW.003 GEGE,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1883,1,973717,SKI-TK. IBU ADE,KP. CIKARET RT.002 RW. 006 GEG,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1884,1,973718,SKI-TO. TUAYANA,KP. TEGAL SEREH RT.008 RW.003,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1885,1,973719,SKI-TK. UD PERKASA,KP. PAMURYUAN RT.003 RW.001 CI,SUKABUMI,43351,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1886,1,973720,SKI-TK. SUMBER REZEKI,KP. SUKASIRNA RT.001 RW.011 CI,SUKABUMI,43351,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1887,1,973722,SKI-TK. NURAHMAN,KP. CIPETIR RT.001 RW.001 CICA,SUKABUMI,43367,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1888,1,973724,SKI-TK. TIANSYAH,KP. CITATAH  RT.002 RW.001 KUD,SUKABUMI,43354,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1889,1,973727,SKI-TK. IBU OOY,KP. SELAGEDANG RT.001 RW.002 P,SUKABUMI,43367,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1890,1,973728,SKI-TO. FADLI,KP. DERMAGA RT.001/010 NAGRAK,SUKABUMI,43356,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1891,1,973730,SKI-TK. DUDI NURYADI,KP. CIKANYERE CISARUA NAGRAK,SUKABUMI,43356,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1892,1,973731,SKI-TK. DEDE,JL. NAGRAK RT.002 RW.003 NAGRA,SUKABUMI,43356,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1893,1,973732,SKI-TK. LAIDIS,KP. CIKANYERE SUKARESMI CIANJU,CIANJUR,43254,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1894,1,973734,SKI-TK. PODOMORO,JL. MARIWATI CIKANYERE SUKARES,CIANJUR,43254,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1895,1,973738,SKI-TK. RUSTANDI,JL. MARIWATI RT.03/01 CIKANYER,CIANJUR,43254,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1896,1,973739,SKI-TK. IBU ELA,JL. PRIMER SUKAMULYA CIKEMBAR,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1897,1,973740,SKI-TK. PANCA PRIMA,JL. PRIMER SUKAMULYA CIKEMBAR,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1898,1,973742,SKI-TO. SEHAT,JL. GEGER BITUNG RT.003 RW.001,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1899,1,973743,SKI-TK. BANG MANSYUR,JL. RY. GANDASURI DS. CIPURUT,SUKABUMI,43193,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1900,1,973744,SKI-TK. H. AEP,JL. RY. GANDAPURI CIPURUT CIRE,SUKABUMI,43193,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1901,1,973746,SKI-TK. AJAT,DS. NAGRAK UTARA,SUKABUMI,43356,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1902,1,973747,SKI-TK. BANGUN JAYA,JL. PAJAGAN CIKIDANG RT.01 RW.,SUKABUMI,43367,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",203
1903,1,973748,SKI-TK. ENDANG PUTRA,JL. PEMUDA NO.6 GEGERBITUNG,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1904,1,973749,SKI-TK. ENDANG,JL. PEMUDA NO. 10 GEGERBITUNG,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1905,1,973754,SKI-TK. IBU PIA,KP. CIRANGKONG RT.020 RW.008 K,SUKABUMI,43354,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1906,1,973755,SKI-TK. MULYA,KP. BERKAH RT.007 RW.002 BOJON,SUKABUMI,43353,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1907,1,973756,SKI-TK. GADIS,KP. CIRANGKONG RT.017 RW.007 M,SUKABUMI,43354,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1908,1,973757,SKI-TK. LAKSANA,KP. BOJONG GENTENG RT.002 RW.0,SUKABUMI,43353,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1909,1,973778,SKI-TK. ALFIWI,KP. KADUDAMPIT RT.019 RW.002 K,SUKABUMI,43354,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",102
1910,1,973782,SKI-TK. HIDAYAH,JL. LOJI TIMUR RT.01 RW.17 NO.,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1911,1,973784,SKI-TK. HERMAN,JL. MARIWATI RT.04 RW.05 CIKAN,CIANJUR,43254,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1912,1,973785,SKI-TK. RIYA,JL. CINAGRAK RT.02 RW.02 NAGRA,SUKABUMI,43356,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1913,1,973786,SKI-TK. BAROKAH,KP. KADUDAMPIT RT.019 RW.002 K,SUKABUMI,43354,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1914,1,973788,SKI-TK. ADE TOSSA,KP. KADUDAMPIT RT.009 RW.002 K,SUKABUMI,43354,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1915,1,973789,SKI-TK. IKHSAN,KP. BOJONG ASWAH RT.001 RW.001,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1916,1,973813,SKI-PENJUALAN TUNAI KND,JL. RY. CIBOLANG NO. 21 RT.04,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
1917,1,973851,SKI-TK. TIGA DARA,KP. CIPADANG KALAPA DEPAN PASA,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1918,1,973852,SKI-MM. FAJAR MART,KP. BAROS RT.01 RW.10 CIHERANG,CIANJUR,43253,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1919,1,973854,SKI-TO. GELORA MEDIKA,JL. RY. SUKABUMI NO.97 WR. KON,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1920,1,973855,SKI-TO. KELUARGA SEHAT,JL. RY. SUKABUMI KM. 6 CIWALEN,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1921,1,973856,SKI-TK. JAYA MANDIRI,KP. PASIR ANGIN RT.001 RW.002,SUKABUMI,43356,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1922,1,973858,SKI-TK. AGNIA JAYA,JL. RY. CIANJUR-SUKABUMI DPN R,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1923,1,973859,SKI-TK. DEDE,KP. CIBANGBAN RT.01 RW.01 PASI,SUKABUMI,43366,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",206
1924,1,973860,SKI-TK. IMAS,JL. KABANDUNGAN RT.018 RW.007,SUKABUMI,43368,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1925,1,973861,SKI-TK. ADE/DANU,JL. CIPEUTEUY RT.01/02 KABANDU,SUKABUMI,43368,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1926,1,973866,SKI-TK. YUNI II,KP. CIBALOK RT.009 RW.003 GINA,SUKABUMI,43356,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1927,1,973867,SKI-TK. H. AJO,KABANDUNGAN KP. PAJAGAN RT.25/,SUKABUMI,43368,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1928,1,973868,SKI-TK. SYARIF MANDIRI,KP. TUGU RT.03 RW.02 CIKAHURIP,SUKABUMI,43366,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1929,1,973869,SKI-TK. BAROKAH,KP. CIBANGBAN RT.01 RW.01 PASI,SUKABUMI,43366,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1930,1,973870,SKI-TK. DERY,KP. PALASARI RT.007 RW.003 KAL,SUKABUMI,43354,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1931,1,973871,SKI-TK. ECA,KP. NANGEWER RT.001 RW.001 BOJ,SUKABUMI,43355,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1932,1,973873,SKI-TK. ZULFA,KP. BANTAR KARET  RT.01 RW.05,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,200
1933,1,973874,SKI-TO. JOGLO,"JL. MARIWATI CIBADAK, SUKARESM",CIANJUR,43254,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1934,1,973876,SKI-TK. AGUS,KP. CIBOGO RT.02 RW.010 PULOSA,SUKABUMI,43354,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1935,1,973879,SKI-TK. H. DUDU,KP. SINAGAR BOJONGPETIR TANGGE,CIANJUR,43267,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1936,1,973881,SKI-TK. MEKAR JAYA,KP. WANGUN JAYA RT.05/01 TANGG,CIANJUR,43267,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1937,1,973883,SKI-TK. NANI,KP. PASAR SINDANG KERTA PAGELA,CIANJUR,43266,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1938,1,973885,SKI-TK. META,JL. BOJONG SARI RT.001/002 PAG,CIANJUR,43266,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1939,1,973886,SKI-TK. EUIS,"KP. PASAR SINDANGKERTA, PAGELA",CIANJUR,43266,SKI-Z3CP02,"CIANJUR SELATAN, SAGAR",203
1940,1,973902,SKI-TK. YUNI,PS. CIAMBAR KOLOT RT.002/002,SUKABUMI,43356,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1941,1,973906,SKI-TK. H. ACEP,KP. CIAMBAR KOLOT RT.002 RW.00,SUKABUMI,43356,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1942,1,973908,SKI-TK. EJANG,KP. PAJAGAN RT.27/11 KABANDUNG,SUKABUMI,43368,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1943,1,973932,SKI-TK. SARPAWI,JL. PELABUHAN II CIKEMBAR,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1944,1,973934,SKI-AP. AL-FURQON FARMA,KP. UDRUS RT.003 RW.001 CARING,SUKABUMI,43154,SKI-Z2PH01,"PALABUHAN RATU, SURADE",101
1945,1,974062,SKI-TK. KHARISMA,JL. MERBABU NO.01 BLOK C/2 PER,SUKABUMI,43123,SKI-Z1CP01,SUKABUMI KOTA,200
1946,1,974063,SKI-TK. IBU LELA,JL. BHINEKA KARYA NO.47 RT.2/6,SUKABUMI,43123,SKI-Z1CP01,SUKABUMI KOTA,200
1947,1,974065,SKI-TK. HASIBUAN,JL. PASIR DOTON RT.1 RW.1 POND,SUKABUMI,43358,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1948,1,974066,SKI-TK. JIMAT,JL. PARAKAN SALAK RT.04 RW.04,SUKABUMI,43358,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1949,1,974067,SKI-TK. AJI,JL. PASIR DOTON CIDAHU PONDOK,SUKABUMI,43358,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1950,1,974068,SKI-TK. LEDEN,PONDOK KASO CIDAHU NO.20,SUKABUMI,43358,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1951,1,974069,SKI-TK. H. UHEN,PONDOK KASO CIDAHU NO. 20,SUKABUMI,43358,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1952,1,974070,SKI-TK. ASOM,PERUM MEKARSARI RT.1 RW.8 NO.2,SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1953,1,974071,SKI-TK. RESTU,PERUM MEKARSARI BLOK B-9/01 RT,SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1954,1,974078,SKI-TK. RIDHO JAYA,JL. CIDAHU RT.2 RW.1 BABAKAN P,SUKABUMI,43358,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1955,1,974082,SKI-WR. PAK PANDI,"JL. CIDAHU RT.2/3 MEKARSARI, C",SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1956,1,974083,SKI-TK. NOVAL,JL. CIDAHU NO.80 NYANGKOWEK CI,SUKABUMI,43359,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1957,1,974085,SKI-TK. KLASIK,JL. CIJUREY RT.02/08 RANCABUNG,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1958,1,974088,SKI-TK. SRI MULYA,JL. CIJUREY KP. RANCABUNGUR  G,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1959,1,974089,SKI-TK. SRI REJEKI,JL. CIJUREY KP. SINDANG KERTA,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1960,1,974090,SKI-MM. HD MART,JL. CIJUREY RT.2/3 GEGER BITUN,SUKABUMI,43197,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1961,1,974100,SKI-TO. HERBAMED'S,JL. RE. MARTADINATA NO.25 (EX.,SUKABUMI,43113,SKI-Z1CP01,SUKABUMI KOTA,200
1962,1,974223,SKI-TK. SEFA,JL. PELABUHAN II PERTIGAAN CIK,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1963,1,974239,SKI-AP. KELUARGA SEHAT,KP. SAMBOJA RT.01/RW.10 DS. CI,CIANJUR,43261,SKI-Z3PH01,"CIANJUR KOTA, CIBEBER,",201
1964,1,974244,SKI-TK. PAK ATING,PS. CIKEMBANG BLOK H SUKAMULYA,SUKABUMI,43154,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1965,1,974245,SKI-TK. ANENG,PS. CIKEMBANG BLOK E 8 SUKAMUL,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1966,1,974248,SKI-TK. ENKI,JL. PEL. RATU UBRUG WARUNG KIA,SUKABUMI,43362,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",201
1967,1,974250,SKI-TK. BANG HILMAN,JL. PEL. RATU PS. UBRUG WARUNG,SUKABUMI,43362,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",201
1968,1,974251,SKI-TK. SANDI,JL. PEL. RATU PS. UBRUG WARUNG,SUKABUMI,43362,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1969,1,974252,SKI-TK. RAMADAN,JL. PEL RATU CIGOMBONG WARUNG,SUKABUMI,43362,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1970,1,974301,SKI-TK. JAYA SENTOSA,JL. PELABUHAN II KM.9 RT.1/3 D,SUKABUMI,43156,SKI-Z1CP01,SUKABUMI KOTA,200
1971,1,974305,SKI-TK. SURYA MANDIRI,JL. PELABUHAN II KM.13 NO.47 R,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1972,1,974306,SKI-TK. AKBAR,"JL. PELABUHAN II KM.13,5 NO.87",SUKABUMI,43157,SKI-Z1CP01,SUKABUMI KOTA,200
1973,1,974307,SKI-TK. PANJALU,JL. PELABUHAN II KM.14 NO.36 B,SUKABUMI,43157,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1974,1,974308,SKI-TK. HANA,JL. PELABUHAN II KM.14 NO.39 R,SUKABUMI,43157,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1975,1,974310,SKI-TK. FADLI,"JL. PELABUHAN II KM 14,5 NO.48",SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1976,1,974311,SKI-TK. UGAN,JL. PELABUHAN II KM.18 NO.3 CI,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1977,1,974315,SKI-TK. SIDOMORO,JL. PELABUHAN II KM.20 RT.3 RW,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1978,1,974316,SKI-TK. LUBIS,JL. PELABUHAN II KM.22 RT.3 RW,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1979,1,974318,SKI-TK. WAWAN,JL. MERBABU 2 KARANGTENGAH GUN,SUKABUMI,43121,SKI-Z1CP01,SUKABUMI KOTA,200
1980,1,974444,SKI-PD. GARUT,JL. RY. SUKABUMI KM. 7 SELAAWI,SUKABUMI,43192,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1981,1,974445,SKI-TK. MAKMUR,JL. RY. SUKABUMI DPN. POM BENS,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",201
1982,1,974446,SKI-TK. MUTIARA,JL. RY. SUKABUMI DPN. POM BENS,CIANJUR,43261,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1983,1,974456,SKI-TK. ANIS,JL. PELABUHAN RATU KP. PASIR L,SUKABUMI,43363,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1984,1,974457,SKI-TK. HESTI,JL. PEL. RATU PASUPAN NO.29 BA,SUKABUMI,43363,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",201
1985,1,974458,SKI-TK. HENDRA SUGEMA,JL. PS. CIGOMBONG BLOK B NO.13,SUKABUMI,43362,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1986,1,974459,SKI-TK. MEKAR JAYA,JL. PEL RATU PS. CIGOMBONG  DP,SUKABUMI,43362,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1987,1,974460,SKI-TK. MENTARI,JL. PEL. RATU PS. CIGOMBONG BA,SUKABUMI,43362,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1988,1,974461,SKI-TK. UJANG ASIN II,JL. PEL RATU PS. CIGOMBONG LAM,SUKABUMI,43362,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1989,1,974462,SKI-TC. ABAH BOTAK,JL. PL. RATU PS. CIGOMBONG LAM,SUKABUMI,43362,SKI-Z3CP01,"WARUNG KIARA,CITARIK,",202
1990,1,974463,SKI-TK. DIAMOND 2,JL. ALTERNATIF NAGRAK UTARA,SUKABUMI,43356,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
1991,1,974464,SKI-TK. NOVA,JL. BAROS SBLM TERMINAL JUBLEG,SUKABUMI,43161,SKI-Z1CP01,SUKABUMI KOTA,200
1992,1,974465,SKI-TK. RESTU,JL. BAROS DPN POLSEK BAROS RT.,SUKABUMI,43161,SKI-Z1CP01,SUKABUMI KOTA,200
1993,1,974466,SKI-TK. RAIRAKA,KP. GUNUNG JAYA RT.001/002 CIS,SUKABUMI,43152,SKI-Z1CP01,SUKABUMI KOTA,200
1994,1,974467,SKI-TK. ADITYA,CIKUKULU RT.14/4 CISANDE CICAN,SUKABUMI,43155,SKI-Z1CP01,SUKABUMI KOTA,200
1995,1,974496,SKI-TK. MARZUKI,JL. CIBATU CIKEMBAR,SUKABUMI,43157,SKI-Z2CP01,"CIKEMBAR,CIKEMBANG,CIB",201
